Table Name,Column Name,Data Type,PK,FK Table,FK Column,Comment
gw_mail_temp_154,data_col_0,boolean,,,,Random data column 0
gw_mail_temp_154,data_col_1,text,,,,Random data column 1
gw_mail_temp_154,data_col_2,int,,,,Random data column 2
gw_mail_temp_154,data_col_3,boolean,,,,Random data column 3
gw_mail_temp_154,data_col_4,varchar(255),,,,Random data column 4
gw_mail_temp_154,calendar_status_22_id,bigint,,gw_calendar_status_22,id,Foreign Key to gw_calendar_status_22
gw_mail_temp_154,auth_summary_121_id,bigint,,gw_auth_summary_121,id,Foreign Key to gw_auth_summary_121
gw_chat_item_155,id,bigint,Y,,,Primary Key
gw_chat_item_155,created_at,timestamp,,,,Creation Date
gw_chat_item_155,updated_at,timestamp,,,,Modification Date
gw_chat_item_155,status_code,varchar(50),,,,Status Code
gw_chat_item_155,data_col_0,int,,,,Random data column 0
gw_chat_item_155,data_col_1,boolean,,,,Random data column 1
gw_chat_item_155,data_col_2,text,,,,Random data column 2
gw_chat_item_155,data_col_3,int,,,,Random data column 3
gw_chat_item_155,portal_rule_25_id,bigint,,gw_portal_rule_25,id,Foreign Key to gw_portal_rule_25
gw_drive_record_156,id,bigint,Y,,,Primary Key
gw_drive_record_156,created_at,timestamp,,,,Creation Date
gw_drive_record_156,updated_at,timestamp,,,,Modification Date
gw_drive_record_156,status_code,varchar(50),,,,Status Code
gw_drive_record_156,data_col_0,varchar(255),,,,Random data column 0
gw_drive_record_156,data_col_1,int,,,,Random data column 1
gw_calendar_detail_157,id,bigint,Y,,,Primary Key
gw_calendar_detail_157,created_at,timestamp,,,,Creation Date
gw_calendar_detail_157,updated_at,timestamp,,,,Modification Date
gw_calendar_detail_157,status_code,varchar(50),,,,Status Code
gw_calendar_detail_157,data_col_0,varchar(255),,,,Random data column 0
gw_calendar_detail_157,data_col_1,boolean,,,,Random data column 1
gw_calendar_detail_157,data_col_2,varchar(255),,,,Random data column 2
gw_calendar_detail_157,data_col_3,boolean,,,,Random data column 3
gw_tasks_item_158,id,bigint,Y,,,Primary Key
gw_tasks_item_158,created_at,timestamp,,,,Creation Date
gw_tasks_item_158,updated_at,timestamp,,,,Modification Date
gw_tasks_item_158,status_code,varchar(50),,,,Status Code
gw_tasks_item_158,data_col_0,varchar(255),,,,Random data column 0
gw_workflow_group_159,id,bigint,Y,,,Primary Key
gw_workflow_group_159,created_at,timestamp,,,,Creation Date
gw_workflow_group_159,updated_at,timestamp,,,,Modification Date
gw_workflow_group_159,status_code,varchar(50),,,,Status Code
gw_workflow_group_159,data_col_0,text,,,,Random data column 0
gw_workflow_group_159,data_col_1,varchar(255),,,,Random data column 1
gw_workflow_group_159,data_col_2,json,,,,Random data column 2
gw_workflow_group_159,data_col_3,varchar(255),,,,Random data column 3
gw_portal_backup_160,id,bigint,Y,,,Primary Key
gw_portal_backup_160,created_at,timestamp,,,,Creation Date
gw_portal_backup_160,updated_at,timestamp,,,,Modification Date
gw_portal_backup_160,status_code,varchar(50),,,,Status Code
gw_portal_backup_160,data_col_0,text,,,,Random data column 0
gw_portal_backup_160,data_col_1,boolean,,,,Random data column 1
gw_portal_backup_160,data_col_2,text,,,,Random data column 2
gw_portal_backup_160,data_col_3,boolean,,,,Random data column 3
gw_portal_backup_160,data_col_4,json,,,,Random data column 4
gw_portal_backup_160,mail_summary_64_id,bigint,,gw_mail_summary_64,id,Foreign Key to gw_mail_summary_64
gw_finance_relation_161,id,bigint,Y,,,Primary Key
gw_finance_relation_161,created_at,timestamp,,,,Creation Date
gw_finance_relation_161,updated_at,timestamp,,,,Modification Date
gw_finance_relation_161,status_code,varchar(50),,,,Status Code
gw_finance_relation_161,data_col_0,json,,,,Random data column 0
gw_finance_relation_161,data_col_1,boolean,,,,Random data column 1
gw_finance_relation_161,data_col_2,json,,,,Random data column 2
gw_finance_relation_161,data_col_3,varchar(255),,,,Random data column 3
gw_finance_relation_161,data_col_4,boolean,,,,Random data column 4
gw_finance_relation_161,chat_config_95_id,bigint,,gw_chat_config_95,id,Foreign Key to gw_chat_config_95
gw_assets_detail_162,id,bigint,Y,,,Primary Key
gw_assets_detail_162,created_at,timestamp,,,,Creation Date
gw_assets_detail_162,updated_at,timestamp,,,,Modification Date
gw_assets_detail_162,status_code,varchar(50),,,,Status Code
gw_assets_detail_162,data_col_0,int,,,,Random data column 0
gw_assets_detail_162,data_col_1,json,,,,Random data column 1
gw_assets_detail_162,data_col_2,text,,,,Random data column 2
gw_assets_detail_162,chat_role_50_id,bigint,,gw_chat_role_50,id,Foreign Key to gw_chat_role_50
gw_assets_detail_162,finance_event_101_id,bigint,,gw_finance_event_101,id,Foreign Key to gw_finance_event_101
gw_support_event_163,id,bigint,Y,,,Primary Key
gw_support_event_163,created_at,timestamp,,,,Creation Date
gw_support_event_163,updated_at,timestamp,,,,Modification Date
gw_support_event_163,status_code,varchar(50),,,,Status Code
gw_support_event_163,data_col_0,text,,,,Random data column 0
gw_support_event_163,data_col_1,varchar(255),,,,Random data column 1
gw_support_event_163,data_col_2,int,,,,Random data column 2
gw_support_event_163,auth_backup_46_id,bigint,,gw_auth_backup_46,id,Foreign Key to gw_auth_backup_46
gw_analytics_relation_164,id,bigint,Y,,,Primary Key
gw_analytics_relation_164,created_at,timestamp,,,,Creation Date
gw_analytics_relation_164,updated_at,timestamp,,,,Modification Date
gw_analytics_relation_164,status_code,varchar(50),,,,Status Code
gw_analytics_relation_164,data_col_0,boolean,,,,Random data column 0
gw_analytics_relation_164,data_col_1,json,,,,Random data column 1
gw_analytics_relation_164,data_col_2,json,,,,Random data column 2
gw_analytics_relation_164,data_col_3,int,,,,Random data column 3
gw_analytics_relation_164,data_col_4,json,,,,Random data column 4
gw_analytics_relation_164,mail_summary_64_id,bigint,,gw_mail_summary_64,id,Foreign Key to gw_mail_summary_64
gw_core_status_165,id,bigint,Y,,,Primary Key
gw_core_status_165,created_at,timestamp,,,,Creation Date
gw_core_status_165,updated_at,timestamp,,,,Modification Date
gw_core_status_165,status_code,varchar(50),,,,Status Code
gw_core_status_165,data_col_0,varchar(255),,,,Random data column 0
gw_core_status_165,data_col_1,boolean,,,,Random data column 1
gw_core_status_165,data_col_2,varchar(255),,,,Random data column 2
gw_core_status_165,data_col_3,json,,,,Random data column 3
gw_core_status_165,calendar_log_142_id,bigint,,gw_calendar_log_142,id,Foreign Key to gw_calendar_log_142
gw_core_status_165,drive_tag_96_id,bigint,,gw_drive_tag_96,id,Foreign Key to gw_drive_tag_96
gw_auth_summary_166,id,bigint,Y,,,Primary Key
gw_auth_summary_166,created_at,timestamp,,,,Creation Date
gw_auth_summary_166,updated_at,timestamp,,,,Modification Date
gw_auth_summary_166,status_code,varchar(50),,,,Status Code
gw_auth_summary_166,data_col_0,boolean,,,,Random data column 0
gw_auth_summary_166,data_col_1,int,,,,Random data column 1
gw_auth_summary_166,data_col_2,json,,,,Random data column 2
gw_auth_summary_166,calendar_record_67_id,bigint,,gw_calendar_record_67,id,Foreign Key to gw_calendar_record_67
gw_auth_summary_166,calendar_record_67_id,bigint,,gw_calendar_record_67,id,Foreign Key to gw_calendar_record_67
gw_hr_backup_167,id,bigint,Y,,,Primary Key
gw_hr_backup_167,created_at,timestamp,,,,Creation Date
gw_hr_backup_167,updated_at,timestamp,,,,Modification Date
gw_hr_backup_167,status_code,varchar(50),,,,Status Code
gw_hr_backup_167,data_col_0,varchar(255),,,,Random data column 0
gw_hr_backup_167,workflow_tag_144_id,bigint,,gw_workflow_tag_144,id,Foreign Key to gw_workflow_tag_144
gw_crm_master_168,id,bigint,Y,,,Primary Key
gw_crm_master_168,created_at,timestamp,,,,Creation Date
gw_crm_master_168,updated_at,timestamp,,,,Modification Date
gw_crm_master_168,status_code,varchar(50),,,,Status Code
gw_crm_master_168,data_col_0,int,,,,Random data column 0
gw_crm_master_168,data_col_1,boolean,,,,Random data column 1
gw_crm_master_168,data_col_2,json,,,,Random data column 2
gw_mail_archive_169,id,bigint,Y,,,Primary Key
gw_mail_archive_169,created_at,timestamp,,,,Creation Date
gw_mail_archive_169,updated_at,timestamp,,,,Modification Date
gw_mail_archive_169,status_code,varchar(50),,,,Status Code
gw_mail_archive_169,data_col_0,text,,,,Random data column 0
gw_mail_archive_169,data_col_1,varchar(255),,,,Random data column 1
gw_mail_archive_169,data_col_2,text,,,,Random data column 2
gw_mail_archive_169,data_col_3,json,,,,Random data column 3
gw_mail_archive_169,drive_relation_21_id,bigint,,gw_drive_relation_21,id,Foreign Key to gw_drive_relation_21
gw_mail_archive_169,calendar_file_52_id,bigint,,gw_calendar_file_52,id,Foreign Key to gw_calendar_file_52
gw_chat_backup_170,id,bigint,Y,,,Primary Key
gw_chat_backup_170,created_at,timestamp,,,,Creation Date
gw_chat_backup_170,updated_at,timestamp,,,,Modification Date
gw_chat_backup_170,status_code,varchar(50),,,,Status Code
gw_chat_backup_170,data_col_0,json,,,,Random data column 0
gw_chat_backup_170,data_col_1,json,,,,Random data column 1
gw_chat_backup_170,data_col_2,int,,,,Random data column 2
gw_chat_backup_170,data_col_3,text,,,,Random data column 3
gw_chat_backup_170,data_col_4,json,,,,Random data column 4
gw_chat_backup_170,hr_status_47_id,bigint,,gw_hr_status_47,id,Foreign Key to gw_hr_status_47
gw_drive_summary_171,id,bigint,Y,,,Primary Key
gw_drive_summary_171,created_at,timestamp,,,,Creation Date
gw_drive_summary_171,updated_at,timestamp,,,,Modification Date
gw_drive_summary_171,status_code,varchar(50),,,,Status Code
gw_drive_summary_171,data_col_0,json,,,,Random data column 0
gw_drive_summary_171,data_col_1,json,,,,Random data column 1
gw_drive_summary_171,assets_history_12_id,bigint,,gw_assets_history_12,id,Foreign Key to gw_assets_history_12
gw_calendar_event_172,id,bigint,Y,,,Primary Key
gw_calendar_event_172,created_at,timestamp,,,,Creation Date
gw_calendar_event_172,updated_at,timestamp,,,,Modification Date
gw_calendar_event_172,status_code,varchar(50),,,,Status Code
gw_calendar_event_172,data_col_0,text,,,,Random data column 0
gw_calendar_event_172,data_col_1,text,,,,Random data column 1
gw_calendar_event_172,data_col_2,text,,,,Random data column 2
gw_tasks_config_173,id,bigint,Y,,,Primary Key
gw_tasks_config_173,created_at,timestamp,,,,Creation Date
gw_tasks_config_173,updated_at,timestamp,,,,Modification Date
gw_tasks_config_173,status_code,varchar(50),,,,Status Code
gw_tasks_config_173,data_col_0,varchar(255),,,,Random data column 0
gw_tasks_config_173,data_col_1,json,,,,Random data column 1
gw_tasks_config_173,workflow_record_84_id,bigint,,gw_workflow_record_84,id,Foreign Key to gw_workflow_record_84
gw_workflow_role_174,id,bigint,Y,,,Primary Key
gw_workflow_role_174,created_at,timestamp,,,,Creation Date
gw_workflow_role_174,updated_at,timestamp,,,,Modification Date
gw_workflow_role_174,status_code,varchar(50),,,,Status Code
gw_workflow_role_174,data_col_0,varchar(255),,,,Random data column 0
gw_workflow_role_174,data_col_1,int,,,,Random data column 1
gw_workflow_role_174,analytics_archive_59_id,bigint,,gw_analytics_archive_59,id,Foreign Key to gw_analytics_archive_59
gw_portal_role_175,id,bigint,Y,,,Primary Key
gw_portal_role_175,created_at,timestamp,,,,Creation Date
gw_portal_role_175,updated_at,timestamp,,,,Modification Date
gw_portal_role_175,status_code,varchar(50),,,,Status Code
gw_portal_role_175,data_col_0,json,,,,Random data column 0
gw_portal_role_175,analytics_archive_134_id,bigint,,gw_analytics_archive_134,id,Foreign Key to gw_analytics_archive_134
gw_finance_file_176,id,bigint,Y,,,Primary Key
gw_finance_file_176,created_at,timestamp,,,,Creation Date
gw_finance_file_176,updated_at,timestamp,,,,Modification Date
gw_finance_file_176,status_code,varchar(50),,,,Status Code
gw_finance_file_176,data_col_0,json,,,,Random data column 0
gw_finance_file_176,data_col_1,json,,,,Random data column 1
gw_finance_file_176,data_col_2,int,,,,Random data column 2
gw_finance_file_176,data_col_3,json,,,,Random data column 3
gw_finance_file_176,data_col_4,json,,,,Random data column 4
gw_finance_file_176,chat_master_125_id,bigint,,gw_chat_master_125,id,Foreign Key to gw_chat_master_125
gw_finance_file_176,mail_archive_94_id,bigint,,gw_mail_archive_94,id,Foreign Key to gw_mail_archive_94
gw_assets_relation_177,id,bigint,Y,,,Primary Key
gw_assets_relation_177,created_at,timestamp,,,,Creation Date
gw_assets_relation_177,updated_at,timestamp,,,,Modification Date
gw_assets_relation_177,status_code,varchar(50),,,,Status Code
gw_assets_relation_177,data_col_0,int,,,,Random data column 0
gw_assets_relation_177,data_col_1,boolean,,,,Random data column 1
gw_assets_relation_177,data_col_2,boolean,,,,Random data column 2
gw_assets_relation_177,data_col_3,boolean,,,,Random data column 3
gw_assets_relation_177,data_col_4,boolean,,,,Random data column 4
gw_assets_relation_177,drive_rule_66_id,bigint,,gw_drive_rule_66,id,Foreign Key to gw_drive_rule_66
gw_support_tag_178,id,bigint,Y,,,Primary Key
gw_support_tag_178,created_at,timestamp,,,,Creation Date
gw_support_tag_178,updated_at,timestamp,,,,Modification Date
gw_support_tag_178,status_code,varchar(50),,,,Status Code
gw_support_tag_178,data_col_0,json,,,,Random data column 0
gw_support_tag_178,data_col_1,int,,,,Random data column 1
gw_support_tag_178,data_col_2,varchar(255),,,,Random data column 2
gw_support_tag_178,data_col_3,text,,,,Random data column 3
gw_support_tag_178,data_col_4,text,,,,Random data column 4
gw_support_tag_178,drive_relation_21_id,bigint,,gw_drive_relation_21,id,Foreign Key to gw_drive_relation_21
gw_support_tag_178,assets_history_12_id,bigint,,gw_assets_history_12,id,Foreign Key to gw_assets_history_12
gw_analytics_history_179,id,bigint,Y,,,Primary Key
gw_analytics_history_179,created_at,timestamp,,,,Creation Date
gw_analytics_history_179,updated_at,timestamp,,,,Modification Date
gw_analytics_history_179,status_code,varchar(50),,,,Status Code
gw_analytics_history_179,data_col_0,boolean,,,,Random data column 0
gw_analytics_history_179,data_col_1,text,,,,Random data column 1
gw_analytics_history_179,workflow_config_54_id,bigint,,gw_workflow_config_54,id,Foreign Key to gw_workflow_config_54
gw_core_backup_180,id,bigint,Y,,,Primary Key
gw_core_backup_180,created_at,timestamp,,,,Creation Date
gw_core_backup_180,updated_at,timestamp,,,,Modification Date
gw_core_backup_180,status_code,varchar(50),,,,Status Code
gw_core_backup_180,data_col_0,varchar(255),,,,Random data column 0
gw_core_backup_180,hr_group_17_id,bigint,,gw_hr_group_17,id,Foreign Key to gw_hr_group_17
gw_auth_config_181,id,bigint,Y,,,Primary Key
gw_auth_config_181,created_at,timestamp,,,,Creation Date
gw_auth_config_181,updated_at,timestamp,,,,Modification Date
gw_auth_config_181,status_code,varchar(50),,,,Status Code
gw_auth_config_181,data_col_0,text,,,,Random data column 0
gw_auth_config_181,data_col_1,text,,,,Random data column 1
gw_auth_config_181,data_col_2,json,,,,Random data column 2
gw_auth_config_181,data_col_3,boolean,,,,Random data column 3
gw_auth_config_181,finance_event_101_id,bigint,,gw_finance_event_101,id,Foreign Key to gw_finance_event_101
gw_auth_config_181,chat_master_125_id,bigint,,gw_chat_master_125,id,Foreign Key to gw_chat_master_125
gw_hr_rule_182,id,bigint,Y,,,Primary Key
gw_hr_rule_182,created_at,timestamp,,,,Creation Date
gw_hr_rule_182,updated_at,timestamp,,,,Modification Date
gw_hr_rule_182,status_code,varchar(50),,,,Status Code
gw_hr_rule_182,data_col_0,json,,,,Random data column 0
gw_hr_rule_182,data_col_1,json,,,,Random data column 1
gw_hr_rule_182,data_col_2,boolean,,,,Random data column 2
gw_hr_rule_182,data_col_3,int,,,,Random data column 3
gw_hr_rule_182,drive_user_126_id,bigint,,gw_drive_user_126,id,Foreign Key to gw_drive_user_126
gw_crm_user_183,id,bigint,Y,,,Primary Key
gw_crm_user_183,created_at,timestamp,,,,Creation Date
gw_crm_user_183,updated_at,timestamp,,,,Modification Date
gw_crm_user_183,status_code,varchar(50),,,,Status Code
gw_crm_user_183,data_col_0,json,,,,Random data column 0
gw_crm_user_183,data_col_1,boolean,,,,Random data column 1
gw_crm_user_183,data_col_2,boolean,,,,Random data column 2
gw_crm_user_183,chat_tag_80_id,bigint,,gw_chat_tag_80,id,Foreign Key to gw_chat_tag_80
gw_mail_file_184,id,bigint,Y,,,Primary Key
gw_mail_file_184,created_at,timestamp,,,,Creation Date
gw_mail_file_184,updated_at,timestamp,,,,Modification Date
gw_mail_file_184,status_code,varchar(50),,,,Status Code
gw_mail_file_184,data_col_0,int,,,,Random data column 0
gw_mail_file_184,data_col_1,int,,,,Random data column 1
gw_mail_file_184,data_col_2,boolean,,,,Random data column 2
gw_mail_file_184,data_col_3,varchar(255),,,,Random data column 3
gw_mail_file_184,data_col_4,int,,,,Random data column 4
gw_mail_file_184,finance_summary_86_id,bigint,,gw_finance_summary_86,id,Foreign Key to gw_finance_summary_86
gw_mail_file_184,core_summary_135_id,bigint,,gw_core_summary_135,id,Foreign Key to gw_core_summary_135
gw_chat_tag_185,id,bigint,Y,,,Primary Key
gw_chat_tag_185,created_at,timestamp,,,,Creation Date
gw_chat_tag_185,updated_at,timestamp,,,,Modification Date
gw_chat_tag_185,status_code,varchar(50),,,,Status Code
gw_chat_tag_185,data_col_0,json,,,,Random data column 0
gw_chat_tag_185,chat_item_155_id,bigint,,gw_chat_item_155,id,Foreign Key to gw_chat_item_155
gw_drive_rule_186,id,bigint,Y,,,Primary Key
gw_drive_rule_186,created_at,timestamp,,,,Creation Date
gw_drive_rule_186,updated_at,timestamp,,,,Modification Date
gw_drive_rule_186,status_code,varchar(50),,,,Status Code
gw_drive_rule_186,data_col_0,varchar(255),,,,Random data column 0
gw_drive_rule_186,auth_history_31_id,bigint,,gw_auth_history_31,id,Foreign Key to gw_auth_history_31
gw_calendar_record_187,id,bigint,Y,,,Primary Key
gw_calendar_record_187,created_at,timestamp,,,,Creation Date
gw_calendar_record_187,updated_at,timestamp,,,,Modification Date
gw_calendar_record_187,status_code,varchar(50),,,,Status Code
gw_calendar_record_187,data_col_0,json,,,,Random data column 0
gw_calendar_record_187,data_col_1,int,,,,Random data column 1
gw_calendar_record_187,data_col_2,text,,,,Random data column 2
gw_calendar_record_187,data_col_3,varchar(255),,,,Random data column 3
gw_calendar_record_187,mail_temp_154_id,bigint,,gw_mail_temp_154,id,Foreign Key to gw_mail_temp_154
gw_calendar_record_187,finance_role_41_id,bigint,,gw_finance_role_41,id,Foreign Key to gw_finance_role_41
gw_tasks_status_188,id,bigint,Y,,,Primary Key
gw_tasks_status_188,created_at,timestamp,,,,Creation Date
gw_tasks_status_188,updated_at,timestamp,,,,Modification Date
gw_tasks_status_188,status_code,varchar(50),,,,Status Code
gw_tasks_status_188,data_col_0,json,,,,Random data column 0
gw_tasks_status_188,data_col_1,boolean,,,,Random data column 1
gw_tasks_status_188,analytics_record_74_id,bigint,,gw_analytics_record_74,id,Foreign Key to gw_analytics_record_74
gw_tasks_status_188,analytics_rule_14_id,bigint,,gw_analytics_rule_14,id,Foreign Key to gw_analytics_rule_14
gw_workflow_temp_189,id,bigint,Y,,,Primary Key
gw_workflow_temp_189,created_at,timestamp,,,,Creation Date
gw_workflow_temp_189,updated_at,timestamp,,,,Modification Date
gw_workflow_temp_189,status_code,varchar(50),,,,Status Code
gw_workflow_temp_189,data_col_0,text,,,,Random data column 0
gw_workflow_temp_189,data_col_1,json,,,,Random data column 1
gw_workflow_temp_189,data_col_2,varchar(255),,,,Random data column 2
gw_workflow_temp_189,drive_user_126_id,bigint,,gw_drive_user_126,id,Foreign Key to gw_drive_user_126
gw_workflow_temp_189,drive_archive_36_id,bigint,,gw_drive_archive_36,id,Foreign Key to gw_drive_archive_36
gw_portal_backup_190,id,bigint,Y,,,Primary Key
gw_portal_backup_190,created_at,timestamp,,,,Creation Date
gw_portal_backup_190,updated_at,timestamp,,,,Modification Date
gw_portal_backup_190,status_code,varchar(50),,,,Status Code
gw_portal_backup_190,data_col_0,json,,,,Random data column 0
gw_portal_backup_190,data_col_1,varchar(255),,,,Random data column 1
gw_portal_backup_190,data_col_2,text,,,,Random data column 2
gw_portal_backup_190,data_col_3,varchar(255),,,,Random data column 3
gw_portal_backup_190,data_col_4,int,,,,Random data column 4
gw_finance_relation_191,id,bigint,Y,,,Primary Key
gw_finance_relation_191,created_at,timestamp,,,,Creation Date
gw_finance_relation_191,updated_at,timestamp,,,,Modification Date
gw_finance_relation_191,status_code,varchar(50),,,,Status Code
gw_finance_relation_191,data_col_0,text,,,,Random data column 0
gw_finance_relation_191,data_col_1,boolean,,,,Random data column 1
gw_finance_relation_191,data_col_2,text,,,,Random data column 2
gw_finance_relation_191,data_col_3,json,,,,Random data column 3
gw_finance_relation_191,calendar_user_127_id,bigint,,gw_calendar_user_127,id,Foreign Key to gw_calendar_user_127
gw_assets_user_192,id,bigint,Y,,,Primary Key
gw_assets_user_192,created_at,timestamp,,,,Creation Date
gw_assets_user_192,updated_at,timestamp,,,,Modification Date
gw_assets_user_192,status_code,varchar(50),,,,Status Code
gw_assets_user_192,data_col_0,text,,,,Random data column 0
gw_assets_user_192,data_col_1,int,,,,Random data column 1
gw_assets_user_192,data_col_2,json,,,,Random data column 2
gw_assets_user_192,finance_master_26_id,bigint,,gw_finance_master_26,id,Foreign Key to gw_finance_master_26
gw_support_backup_193,id,bigint,Y,,,Primary Key
gw_support_backup_193,created_at,timestamp,,,,Creation Date
gw_support_backup_193,updated_at,timestamp,,,,Modification Date
gw_support_backup_193,status_code,varchar(50),,,,Status Code
gw_support_backup_193,data_col_0,text,,,,Random data column 0
gw_support_backup_193,data_col_1,int,,,,Random data column 1
gw_support_backup_193,data_col_2,boolean,,,,Random data column 2
gw_analytics_backup_194,id,bigint,Y,,,Primary Key
gw_analytics_backup_194,created_at,timestamp,,,,Creation Date
gw_analytics_backup_194,updated_at,timestamp,,,,Modification Date
gw_analytics_backup_194,status_code,varchar(50),,,,Status Code
gw_analytics_backup_194,data_col_0,int,,,,Random data column 0
gw_analytics_backup_194,mail_backup_19_id,bigint,,gw_mail_backup_19,id,Foreign Key to gw_mail_backup_19
gw_analytics_backup_194,portal_rule_25_id,bigint,,gw_portal_rule_25,id,Foreign Key to gw_portal_rule_25
gw_core_tag_195,id,bigint,Y,,,Primary Key
gw_core_tag_195,created_at,timestamp,,,,Creation Date
gw_core_tag_195,updated_at,timestamp,,,,Modification Date
gw_core_tag_195,status_code,varchar(50),,,,Status Code
gw_core_tag_195,data_col_0,json,,,,Random data column 0
gw_auth_log_196,id,bigint,Y,,,Primary Key
gw_auth_log_196,created_at,timestamp,,,,Creation Date
gw_auth_log_196,updated_at,timestamp,,,,Modification Date
gw_auth_log_196,status_code,varchar(50),,,,Status Code
gw_auth_log_196,data_col_0,text,,,,Random data column 0
gw_auth_log_196,data_col_1,json,,,,Random data column 1
gw_hr_archive_197,id,bigint,Y,,,Primary Key
gw_hr_archive_197,created_at,timestamp,,,,Creation Date
gw_hr_archive_197,updated_at,timestamp,,,,Modification Date
gw_hr_archive_197,status_code,varchar(50),,,,Status Code
gw_hr_archive_197,data_col_0,boolean,,,,Random data column 0
gw_hr_archive_197,data_col_1,varchar(255),,,,Random data column 1
gw_hr_archive_197,data_col_2,json,,,,Random data column 2
gw_hr_archive_197,data_col_3,int,,,,Random data column 3
gw_hr_archive_197,data_col_4,text,,,,Random data column 4
gw_crm_master_198,id,bigint,Y,,,Primary Key
gw_crm_master_198,created_at,timestamp,,,,Creation Date
gw_crm_master_198,updated_at,timestamp,,,,Modification Date
gw_crm_master_198,status_code,varchar(50),,,,Status Code
gw_crm_master_198,data_col_0,json,,,,Random data column 0
gw_crm_master_198,data_col_1,int,,,,Random data column 1
gw_crm_master_198,support_temp_88_id,bigint,,gw_support_temp_88,id,Foreign Key to gw_support_temp_88
gw_crm_master_198,drive_record_156_id,bigint,,gw_drive_record_156,id,Foreign Key to gw_drive_record_156
gw_mail_role_199,id,bigint,Y,,,Primary Key
gw_mail_role_199,created_at,timestamp,,,,Creation Date
gw_mail_role_199,updated_at,timestamp,,,,Modification Date
gw_mail_role_199,status_code,varchar(50),,,,Status Code
gw_mail_role_199,data_col_0,varchar(255),,,,Random data column 0
gw_mail_role_199,data_col_1,json,,,,Random data column 1
gw_mail_role_199,data_col_2,int,,,,Random data column 2
gw_mail_role_199,data_col_3,int,,,,Random data column 3
gw_mail_role_199,auth_archive_151_id,bigint,,gw_auth_archive_151,id,Foreign Key to gw_auth_archive_151
gw_chat_log_200,id,bigint,Y,,,Primary Key
gw_chat_log_200,created_at,timestamp,,,,Creation Date
gw_chat_log_200,updated_at,timestamp,,,,Modification Date
gw_chat_log_200,status_code,varchar(50),,,,Status Code
gw_chat_log_200,data_col_0,text,,,,Random data column 0
gw_chat_log_200,data_col_1,json,,,,Random data column 1
gw_chat_log_200,data_col_2,int,,,,Random data column 2
gw_chat_log_200,data_col_3,varchar(255),,,,Random data column 3
gw_chat_log_200,calendar_file_52_id,bigint,,gw_calendar_file_52,id,Foreign Key to gw_calendar_file_52
gw_drive_event_201,id,bigint,Y,,,Primary Key
gw_drive_event_201,created_at,timestamp,,,,Creation Date
gw_drive_event_201,updated_at,timestamp,,,,Modification Date
gw_drive_event_201,status_code,varchar(50),,,,Status Code
gw_drive_event_201,data_col_0,text,,,,Random data column 0
gw_drive_event_201,data_col_1,json,,,,Random data column 1
gw_drive_event_201,data_col_2,int,,,,Random data column 2
gw_drive_event_201,data_col_3,text,,,,Random data column 3
gw_drive_event_201,data_col_4,int,,,,Random data column 4
gw_calendar_role_202,id,bigint,Y,,,Primary Key
gw_calendar_role_202,created_at,timestamp,,,,Creation Date
gw_calendar_role_202,updated_at,timestamp,,,,Modification Date
gw_calendar_role_202,status_code,varchar(50),,,,Status Code
gw_calendar_role_202,data_col_0,text,,,,Random data column 0
gw_calendar_role_202,data_col_1,varchar(255),,,,Random data column 1
gw_tasks_role_203,id,bigint,Y,,,Primary Key
gw_tasks_role_203,created_at,timestamp,,,,Creation Date
gw_tasks_role_203,updated_at,timestamp,,,,Modification Date
gw_tasks_role_203,status_code,varchar(50),,,,Status Code
gw_tasks_role_203,data_col_0,json,,,,Random data column 0
gw_tasks_role_203,data_col_1,varchar(255),,,,Random data column 1
gw_tasks_role_203,data_col_2,int,,,,Random data column 2
gw_tasks_role_203,mail_temp_4_id,bigint,,gw_mail_temp_4,id,Foreign Key to gw_mail_temp_4
gw_tasks_role_203,support_event_163_id,bigint,,gw_support_event_163,id,Foreign Key to gw_support_event_163
gw_workflow_tag_204,id,bigint,Y,,,Primary Key
gw_workflow_tag_204,created_at,timestamp,,,,Creation Date
gw_workflow_tag_204,updated_at,timestamp,,,,Modification Date
gw_workflow_tag_204,status_code,varchar(50),,,,Status Code
gw_workflow_tag_204,data_col_0,int,,,,Random data column 0
gw_workflow_tag_204,data_col_1,varchar(255),,,,Random data column 1
gw_workflow_tag_204,data_col_2,int,,,,Random data column 2
gw_workflow_tag_204,data_col_3,json,,,,Random data column 3
gw_workflow_tag_204,data_col_4,varchar(255),,,,Random data column 4
gw_workflow_tag_204,hr_file_32_id,bigint,,gw_hr_file_32,id,Foreign Key to gw_hr_file_32
gw_workflow_tag_204,crm_item_33_id,bigint,,gw_crm_item_33,id,Foreign Key to gw_crm_item_33
gw_portal_detail_205,id,bigint,Y,,,Primary Key
gw_portal_detail_205,created_at,timestamp,,,,Creation Date
gw_portal_detail_205,updated_at,timestamp,,,,Modification Date
gw_portal_detail_205,status_code,varchar(50),,,,Status Code
gw_portal_detail_205,data_col_0,varchar(255),,,,Random data column 0
gw_portal_detail_205,data_col_1,text,,,,Random data column 1
gw_portal_detail_205,data_col_2,boolean,,,,Random data column 2
gw_finance_group_206,id,bigint,Y,,,Primary Key
gw_finance_group_206,created_at,timestamp,,,,Creation Date
gw_finance_group_206,updated_at,timestamp,,,,Modification Date
gw_finance_group_206,status_code,varchar(50),,,,Status Code
